date	y
2020-12-10	69.00
2020-12-14	36.00
2020-12-30	100.00
2021-01-06	33.00
2021-01-07	33.00
2021-01-08	32.00
2021-01-11	33.00
2021-01-12	35.00
2021-01-16	34.00
2021-01-21	94.00
2021-01-25	73.00
2021-01-27	34.00
2021-01-28	68.00
2021-01-29	75.00
2021-01-31	37.00
2021-03-01	32.00
2021-03-08	34.00
2021-03-11	35.00
2021-06-16	77.00
2021-07-06	82.00
2021-07-08	77.00
2021-07-09	112.00
2021-07-12	37.00
2021-07-13	80.00
